x1,x2,x3,y
0.846133376,4.094206872,1.123745412,1
0.837002792,4.348938428,1.18653503,1
0.878325474,4.632934183,1.156783727,1
1.070024073,4.567120843,1.205192008,1
1.084215983,6.237084052,1.108262403,1
0.834992661,4.499132534,1.1089441,1
0.980419252,4.51401631,1.185685713,1
0.944598772,4.227637111,1.118607904,1
1.06994267,4.786691511,1.158787666,1
1.056539643,4.238163856,1.211128862,1
0.963431916,4.533936064,1.181347101,1
1.001105831,4.986178912,1.133385034,1
0.812355534,4.550323294,1.12016722,1
0.878951489,4.512013797,1.138948845,1
0.759788772,5.328275361,1.086320369,1
0.735410608,4.632723591,1.162848276,1
0.807426224,4.158056035,1.005073327,1
0.739124363,4.04632,0.974158318,1
0.916186445,4.629035997,1.263493435,1
0.842368219,4.65867036,1.176785459,1
0.924491867,5.210859502,1.243019478,1
0.838088039,4.925548732,1.164946641,1
0.752568995,4.662648682,1.157112855,1
0.903171648,5.327690218,1.208772522,1
0.779445588,4.473037111,1.145636234,1
0.859687895,4.158056035,1.047612423,1
0.869616779,4.273782643,1.153046455,1
1.001394092,4.233876916,1.106169286,1
0.765461852,4.884340262,0.983111327,1
0.831765749,5.315289926,1.156086493,1
0.900246105,4.818886824,1.135416722,1
0.83257653,5.265830963,1.083045107,1
0.943995629,4.630126702,1.113349362,1
0.935979213,4.04632,1.16374385,1
0.973862379,4.601905281,1.193044898,1
0.911370514,4.549738556,1.24509219,1
0.870445974,4.575121673,1.205210724,1
0.833890001,4.392110711,1.164982503,1
0.79336988,4.330128764,1.152030711,1
0.961307864,4.380612525,1.023462371,1
0.816970151,4.225097656,1.09669808,1
0.949903541,4.521198148,1.108048047,1
0.654093632,5.12616092,1.094734153,1
0.838300584,4.320867377,1.142637991,1
1.002112911,4.585750668,1.198959744,1
0.637626229,4.213924052,0.936164072,1
0.810239842,4.508624827,1.1344097,1
0.887118818,4.336833691,1.117863644,1
0.777112809,5.178707616,1.202399545,1
0.967062779,4.526265767,1.235663007,1
0.614653033,4.213924052,1.097279009,1
0.968294323,4.633567847,1.115585237,1
0.999246561,4.67921678,1.110838143,1
1.046182402,4.888891338,1.224343106,1
1.071436606,4.498828414,1.14412742,1
0.924629848,4.503551248,1.09547656,1
1.075229547,4.755657054,1.175153091,1
1.007362415,5.039571213,1.234049207,1
1.021304965,4.505235858,1.169515703,1
0.993694957,4.673652022,1.249228462,1
0.909395498,4.409462113,1.108309298,1
0.647846716,4.325660087,1.064889398,1
0.964507106,4.523833192,1.198031525,1
0.873562173,4.571037241,1.221644571,1
0.86115347,5.002046989,1.195139067,1
0.886859216,4.136107885,1.165359223,1
0.86463913,5.051974194,1.175747293,1
0.968862974,5.377085187,1.262371131,1
1.051506789,4.463467864,1.180805939,1
0.94342441,4.53734157,1.129746117,1
0.938934519,4.094206872,1.110974603,1
0.881812747,4.158056035,1.083215125,1
0.793310501,4.63412532,1.138054194,1
1.114609369,4.772604227,1.059743047,1
0.838370203,4.858316135,1.227503782,1
0.750019166,4.448712155,1.148697204,1
1.149302334,5.949077104,1.147776556,1
0.870537015,6.462477109,1.063643794,1
0.941594273,6.213942754,1.098528353,1
0.777111635,4.225097656,1.103820167,1
0.627185596,4.247444863,1.116600389,1
0.781968549,4.554718959,1.035172424,1
0.523535055,4.331246889,1.063888443,1
0.655790702,4.884340262,1.047377161,1
0.835933906,4.094206872,1.014386989,1
0.913588737,4.347490772,1.116096497,1
0.822434103,4.094206872,0.929684447,1
0.932213463,5.005483186,1.060321336,1
0.598027239,4.353594096,0.860660403,1
0.75760283,4.264205268,1.031534185,1
0.87194496,4.667646131,1.05058304,1
0.834293261,4.345612951,1.071643853,1
0.967410377,4.113361621,1.067357162,1
0.760624111,4.04632,1.085535932,1
0.58405875,4.71673621,1.027115188,1
1.058288473,4.91210982,1.14961337,1
0.970355936,4.681915722,1.257734325,1
0.704818686,5.451923238,1.187724565,1
0.932978807,4.680274666,1.210364245,1
1.007053217,4.924755309,1.197836187,1
0.87975533,4.542345005,1.133800357,1
0.869045261,4.541204111,1.217367781,1
0.781213736,4.787651081,1.254948687,1
0.875771256,4.559554417,1.275991555,1
0.76417588,5.381260146,1.19128228,1
0.844143269,4.452560298,1.244283966,1
0.980732751,4.766490522,1.168871185,1
0.829428133,4.381528105,1.099469093,1
0.702087461,4.395377644,1.123373261,1
0.943125864,5.089980086,1.158509651,1
0.997363488,4.889927064,1.108893828,1
0.776260689,4.660868192,1.047960941,1
0.937096218,4.967789894,1.11190787,1
0.826158134,4.446175382,1.147214736,1
0.827629852,4.786172174,1.140431658,1
0.937722051,4.980348613,1.138088395,1
0.756399766,5.134150111,1.135359093,1
0.894904801,4.781447146,1.262081186,1
0.812606148,4.563553513,1.120894543,1
0.945381486,4.603448808,1.139058673,1
0.796259058,4.52678495,1.131652522,1
0.93414282,4.843149048,1.217960052,1
0.865802851,4.144089031,1.232227639,1
0.795676465,4.835250183,1.057036456,1
1.0586339,4.636754271,1.096866699,1
0.87490404,4.992239794,1.14302022,1
0.881691557,4.531719863,1.22484866,1
0.886022242,4.243188252,1.221928396,1
0.849678191,4.940752066,1.20786144,1
0.954264184,5.851692694,1.136058455,1
0.967465435,4.375941303,1.124786323,1
0.868638904,4.553920844,1.030777027,1
0.922746172,4.994951609,1.223171952,1
0.947824371,5.782544143,1.208589628,1
0.890224078,4.47921491,1.071398283,1
0.813403406,4.325660087,1.124594944,1
0.83041393,4.620310242,1.158784766,1
1.19845602,4.960391726,1.120318442,1
0.706440801,4.43180932,1.106745562,1
0.899442154,4.910605833,1.164680081,1
0.933197805,4.113361621,1.111771356,1
0.871210745,4.992368442,1.152730215,1
0.983641058,4.485815071,1.121670426,1
0.994809631,5.448713818,1.157029813,1
0.964377554,4.493507857,1.219443836,1
0.933088677,5.028438977,1.266292998,1
0.970652885,4.456018795,1.181704294,1
0.900570404,4.8990913,1.203547364,1
0.854642124,5.341528475,1.219374064,1
0.797499162,5.031873672,1.209156376,1
1.086867214,5.377332069,1.253395909,1
0.984059248,4.822166218,1.194153266,1
0.925657489,4.770340636,1.291352076,1
0.938124594,4.472513162,1.261709791,1
0.840057193,4.55052584,1.107584399,1
0.9366739,4.392169632,1.139755733,1
1.045898923,4.498850941,1.20033516,1
1.037922811,4.663687059,1.217174253,1
0.77718054,4.392701708,1.147690582,1
0.908828365,4.810621307,1.218247615,1
1.153376833,4.762562114,1.266501938,1
1.099960913,4.731974242,1.18156128,1
0.910709161,4.922219629,1.16078023,1
0.95329925,4.241858061,1.110801936,1
0.908263663,4.723746743,1.012713184,1
0.755973536,4.113361621,1.072772186,1
0.827601216,4.243188252,1.126266437,1
0.922966742,4.225097656,1.147593441,1
0.991070857,4.915286186,1.054832449,1
0.831300661,4.44497821,1.209192524,1
1.017621077,4.04632,1.023206593,1
0.681228485,4.381528105,0.967672752,1
0.87686402,4.34281955,1.091271988,1
1.070206783,5.010671497,1.279869304,1
0.992446909,5.094625338,1.180127151,1
1.105656653,4.47085533,1.157833682,1
0.80695848,4.521198148,1.114706074,1
0.98084573,4.871647297,1.292131434,1
1.087504587,4.774015718,1.189028957,1
1.136945697,4.695490104,1.20832959,1
0.970335405,5.079710411,1.22107814,1
0.815402964,4.280965673,1.164124964,1
0.841781487,4.387908998,1.21236021,1
0.936263511,4.628224543,1.134222409,1
0.825880111,4.325660087,0.996054566,1
0.79429726,4.799008059,1.150061151,1
0.797433428,4.04632,1.093299254,1
0.884587524,4.504437743,1.09729686,1
0.797573935,4.523909324,1.134410582,1
1.050500347,4.213924052,0.990701566,1
0.806640727,4.849372244,1.12029151,1
0.878338334,4.142093744,1.133983701,1
0.839192315,4.04632,1.141567572,1
0.632813681,5.682245851,1.136771552,1
0.959100858,4.175614555,1.126838209,1
0.990356495,4.481028552,1.175053782,1
0.907654117,6.661357554,1.148645257,1
0.868070951,5.359246969,1.065146387,1
0.903882656,4.451762184,1.095353643,1
0.869507969,4.448569726,1.099108184,1
1.111462976,4.46948248,1.188465111,1
1.101634454,5.516482933,1.116977847,1
0.770102863,5.065699559,1.141397881,1
0.983679781,4.955786275,1.175247354,1
1.000650166,4.130122026,1.106518074,1
0.702073457,4.3647677,1.102188981,1
0.931047922,4.540618935,1.190118479,1
0.701894972,4.102188017,1.117214013,1
0.910144335,4.381528105,1.043446666,1
1.036607811,4.121741824,1.175621825,1
1.08938468,4.536754315,1.176195536,1
0.443535516,6.809320105,1.04534071,1
1.032592817,4.635046612,1.141833892,1
1.126595056,5.835259534,1.122541862,1
1.010633664,5.009253393,1.171238078,1
1.335364536,5.950724028,1.165670856,1
1.133762682,5.400804586,1.122860361,1
1.227942221,4.893977279,1.105735061,1
0.932473736,4.447912246,1.229103378,1
0.837599962,4.470380163,1.195735597,1
0.873223962,4.530372442,1.17769045,1
0.900126893,4.546598934,1.167826881,1
0.870095529,4.225097656,1.160803333,1
0.713546093,4.04632,1.061665599,1
0.904386363,4.217515568,1.141315723,1
1.101529996,4.381528105,1.00841914,1
0.772952016,4.04632,1.018687793,1
0.628853054,4.381528105,0.883877436,1
0.871916629,4.325660087,1.021118537,1
0.678152277,4.04632,0.993752009,1
0.820059733,5.197164052,1.024991275,1
0.784938527,4.476503734,1.067809024,1
0.932664769,4.733478055,1.137498955,1
1.060720363,4.670125556,1.109370201,1
0.955319651,4.955527867,1.180561956,1
0.726884116,4.433080591,1.176986825,1
1.101187735,4.381528105,1.044439707,1
0.889505665,4.369423368,1.158366945,1
0.970961672,5.11945501,1.09311695,1
1.051828081,4.527976087,1.053770536,1
0.818669988,4.476238055,1.18938534,1
1.155686249,4.660868192,1.103986912,1
0.875083743,4.658208706,1.159363467,1
0.827709311,5.056122304,1.127032057,1
0.935895012,4.570146491,1.152976985,1
0.987259678,4.994295502,1.117303562,1
0.661120575,4.094206872,1.04946824,1
0.921984562,4.381528105,1.084364254,1
0.709897807,4.381528105,1.140178582,1
0.944047968,5.003244132,1.218321369,1
0.793769048,4.094206872,1.191857156,1
0.906327294,4.317808499,1.224395323,1
0.918204582,5.175554305,1.121380254,1
0.892759302,5.017160303,1.228668481,1
0.910240964,5.958381654,1.174302721,1
0.810665764,4.246513729,1.121595486,1
1.040143618,4.303058935,1.168287347,1
0.748016832,4.113361621,1.084427012,1
0.735699007,4.04632,1.086719476,1
0.72337909,4.04632,1.096311197,1
0.780669618,4.04632,1.016757671,1
1.106401195,4.388445097,1.142337945,1
0.805239871,4.884340262,1.069025702,1
0.694567453,4.04632,1.063606025,1
0.851464146,4.142093744,1.050515407,1
0.96205593,4.259017524,1.08733546,1
1.11602079,4.204612716,1.159972677,1
0.819967575,4.237202393,1.090278371,1
0.726235446,4.3208714,1.000789263,1
1.135752939,5.014393298,1.235725904,1
0.961508641,4.130122026,1.037369922,1
1.262801333,5.275718134,1.118686851,1
1.132845718,5.6585604,1.165520766,1
1.285826238,4.479869536,1.188635474,1
1.132258695,4.757307032,1.173330375,1
0.92731231,4.870562446,1.271570704,1
0.817908024,4.859670352,1.196680731,1
0.88412474,4.83689901,1.232281407,1
1.005368147,4.339941912,1.099541516,1
1.092771239,5.079878323,1.113986689,1
0.883986989,4.644905901,1.167103667,1
0.930836943,4.329701454,1.186890207,1
0.900587385,4.727356501,1.134454386,1
0.984441429,4.825467581,1.213166269,1
0.927334704,4.083565345,1.084669269,1
0.847519037,4.04632,1.066673919,1
0.94128263,4.188783445,1.164684689,1
0.967479628,4.04632,1.062488548,1
0.883673432,4.185990044,1.146100346,1
1.03027799,4.684010831,1.178088382,1
0.852211736,5.208303639,1.184468971,1
1.054284709,4.783943991,1.271561017,1
1.087967393,4.830596453,1.298384474,1
1.001901094,4.97061485,1.204505338,1
1.092710572,4.759916812,1.296920793,1
0.904088024,4.483281673,1.061357545,1
0.550593388,4.04632,0.969905116,1
1.230635995,4.094206872,0.925465039,1
0.717652302,4.241858061,0.986806213,1
1.034003284,4.213924052,0.930469378,1
0.904748849,4.130122026,1.026829973,1
0.792807502,4.604671273,1.036692039,1
0.783805074,4.130122026,1.003854576,1
0.886993698,4.840508084,1.125458118,1
0.775768752,4.094206872,1.135730264,1
1.203933026,4.488471429,1.201211479,1
1.062009838,4.549132157,1.067715782,1
1.294639523,4.560305761,1.170631407,1
1.162319235,4.667249085,1.183941887,1
1.314648249,4.429814034,1.175256261,1
1.29961334,4.381528105,1.080393071,1
1.400994253,4.284690208,1.171549177,1
1.192424526,4.236271259,1.175914431,1
1.430253027,4.409462113,1.205639463,1
1.292115318,4.54434347,1.17838929,1
1.177242199,4.867293918,1.163380986,1
1.149271884,4.420635717,1.083784847,1
1.20729208,4.84949878,1.16992204,1
1.064359248,4.280965673,1.124659381,1
1.169320541,4.309697797,1.141811227,1
1.47236793,4.85759739,1.113496872,1
0.748944294,4.04632,1.126070857,1
1.307232496,4.113361621,1.185445083,1
1.300687889,4.596901565,1.138600823,1
1.108046434,4.343617664,1.163456075,1
0.854413184,4.04632,1.122362573,1
1.37684687,4.437396122,1.101395674,1
0.854068817,4.583333617,1.02747285,1
0.850841999,4.788828981,1.074047378,1
0.661557454,4.113361621,1.125711408,1
0.940213621,4.213924052,1.008315818,1
0.874937202,5.150151127,1.173563757,1
0.927430564,4.516300627,1.084673866,1
1.036498004,4.70627209,1.209746312,1
1.024183457,4.25557112,1.184985694,1
0.865207987,4.356000532,1.212783514,1
0.998824335,4.094206872,1.079525138,1
0.986223884,4.830692091,1.149990334,1
0.851710144,4.409462113,1.178293601,1
1.079197373,4.542378244,1.221658282,1
1.06460068,4.189980616,1.145947942,1
0.814619715,5.131638303,1.197879414,1
0.936922905,4.489201011,1.229876124,1
1.048612989,4.741455998,1.172518273,1
1.021485644,4.185990044,1.132533432,1
0.723435575,4.739083416,1.111922524,1
0.864736994,4.797573182,1.215277816,1
0.864539868,4.442716886,1.228867777,1
0.93537017,4.516213579,1.142754979,1
0.928094398,4.130122026,1.105067554,1
0.921012439,4.771558042,1.212531524,1
0.961900334,4.567767702,1.177348626,1
0.817032196,4.768044112,1.136513222,1
0.884585739,4.668638745,1.175976352,1
0.969021215,4.826703713,1.179822179,1
0.874035714,5.010697847,1.07686557,1
1.058205653,4.585281918,1.138301914,1
1.544247145,4.951260395,1.068034685,1
0.862484791,5.128146148,1.073926305,1
0.912046428,5.368992487,1.175628922,1
0.821431876,4.467442559,1.077190512,1
0.985249997,4.04632,1.029624612,1
1.031577249,4.184127776,1.161022207,1
0.899843489,4.279369444,1.175548921,1
0.805288237,4.874106641,1.150492149,1
0.67073852,4.884340262,1.025203842,1
0.94416352,4.507630201,1.103559505,1
1.071122438,4.72283621,1.208503037,1
0.97069049,4.526360908,1.229347367,1
0.857516572,4.743175995,1.17468088,1
0.970087804,4.290792342,1.174593526,1
0.786646241,4.471711024,1.120662928,1
0.855372847,4.513217003,1.203486507,1
1.043290114,4.225097656,1.117479219,1
0.749184241,4.3647677,1.032711077,1
0.834045809,4.660868192,1.057431438,1
0.72307978,4.241858061,1.071538551,1
0.898699546,4.500443147,1.148235512,1
0.815907233,4.04632,1.106704012,1
1.263796863,4.774589456,1.078735311,1
1.012590579,4.26979207,1.006180079,1
0.809540425,4.43180932,1.103116764,1
0.991851739,4.435001779,0.990053623,1
0.763809882,4.903344336,1.107739648,1
1.041723056,4.04632,1.187000628,1
0.848547997,4.529436615,1.139345998,1
0.761453849,4.04632,1.056491863,1
0.839264764,4.834778387,1.187447591,1
1.064673742,4.743149501,1.173361815,1
0.951050783,4.158056035,1.088241393,1
0.996958295,5.349250276,1.167284291,1
0.890836868,4.787541958,1.210814669,1
0.897298912,4.459174045,1.213060798,1
0.869823904,4.349909301,1.194617725,1
1.041280809,4.630273802,1.139164991,1
0.890756034,4.76982638,1.169693187,1
0.855895962,4.65873184,1.237082068,1
0.858719232,4.380261406,1.083738345,1
0.906295743,5.289379043,1.084312385,1
0.916373932,4.359016447,1.13234224,1
0.995223257,4.445356111,1.187548897,1
0.826031921,4.54042182,1.220579941,1
0.80854092,5.489303033,1.075015534,1
0.883208942,4.898189802,1.156543112,1
1.262397975,5.082389975,1.222085206,1
1.144130479,4.888685228,1.173301448,1
0.7331443,4.293735506,1.20031472,1
0.80553335,5.748015342,1.150438819,1
0.763179012,5.798185136,1.171017895,1
0.952106829,5.13095363,1.149730265,1
0.784273215,4.561103875,1.175761,1
0.881215675,5.030269711,1.152256827,1
0.899013356,4.86378861,1.160637759,1
0.804554336,4.97264906,1.142815363,1
0.887677006,4.113361621,1.150325869,1
0.81877645,5.330056157,1.205691522,1
0.638348985,4.872981851,1.106693428,1
1.053745038,4.576268051,1.148097986,1
0.739892832,4.47383933,1.15156938,1
0.689774331,5.002670203,1.103678592,1
0.81490841,4.408659976,1.155769151,1
0.910070316,4.530790092,1.259149743,1
0.967112923,4.998864259,1.175645714,1
0.905219141,4.749217574,1.16243931,1
1.010477107,6.782208349,1.177466976,1
1.040039187,4.315562729,1.173632822,1
1.18959817,4.380006855,1.194690413,1
1.135994143,5.134243352,1.233381558,1
1.096945061,5.152670132,1.252305549,1
1.062240449,4.955506847,1.240693497,1
1.084007721,5.480678899,1.145505715,1
0.900753675,4.684412529,1.215170495,1
0.858754929,4.663332897,1.171716913,1
0.906686373,4.562426495,1.205457277,1
0.909601985,4.522298579,1.165039508,1
1.157669794,5.548270669,1.258930972,1
1.180529375,4.8960472,1.173784151,1
1.06033896,6.491392926,1.121323248,1
1.142058167,5.32528178,1.246953592,1
0.893582404,4.381927162,1.169592868,1
1.111912643,4.549132157,1.216724883,1
0.807849946,4.365565814,1.209432842,1
1.089515396,5.779998443,1.143352381,1
1.090661403,5.021202824,1.150854717,1
1.496024788,4.158056035,1.220782865,1
1.011049861,4.326293664,1.17534468,1
0.84679448,5.406524235,1.150455576,1
1.084216381,5.085850416,1.189980412,1
0.911733435,5.030623794,1.099854384,1
0.940556747,4.113361621,1.125353967,1
0.879915454,4.267675857,1.16047439,1
0.953159305,4.742588683,1.166244669,1
1.055167267,4.296817508,1.131078702,1
0.966736401,4.734687752,1.036167722,1
1.157701169,4.59515408,1.179001404,1
1.297662585,4.094206872,1.225430077,1
1.17154033,4.822486385,1.092389227,1
1.40321994,4.297726079,1.072926241,1
0.886944318,4.660868192,1.055342203,1
0.743340962,4.130122026,1.100372102,1
0.928602177,4.453992077,1.133021464,1
1.007802716,4.462429423,1.086427594,1
0.908705159,4.276954636,1.131788603,1
0.915868286,4.355927046,1.220276454,1
0.967269932,4.681476093,1.240700751,1
0.820156882,4.694389003,1.15139614,1
0.789463861,5.585211306,1.136999696,1
0.863794076,4.8102835,1.127553033,1
0.874343958,4.577066166,1.083703671,1
0.89772616,4.403875312,1.235230949,1
1.114832882,5.90002631,1.085138118,1
0.882445014,5.062939074,1.130989574,1
0.943623352,5.300542911,0.993012866,1
1.210497306,5.210801554,1.092671354,1
1.02216351,5.690416759,1.145656311,1
1.003270878,6.273976446,1.119659965,1
1.183978726,5.993352164,1.200489,1
0.809684747,5.172443517,1.055449449,1
0.802606668,5.91906156,1.07719743,1
1.021134968,7.50684807,1.080210944,1
0.848773849,6.197105889,1.101566157,1
0.869491405,6.358485359,1.092913758,1
0.877790834,6.227139138,1.176425944,1
1.080354008,6.511767338,1.180822731,1
0.869689009,4.438355574,1.224436262,1
1.044323997,4.980018933,1.192340961,1
0.964407174,4.197163647,1.108689344,1
0.974508327,5.087244629,1.111920081,1
1.005495493,4.234408992,1.133656569,1
1.099559448,5.088727913,1.194501802,1
1.030135419,4.584245174,1.114010268,1
1.054342639,4.402289164,1.139276647,1
1.175555072,4.732890988,1.090664056,1
1.029060509,4.895890352,1.053810032,1
0.887680645,4.617192731,1.319446167,1
0.826027077,5.30749343,1.287198643,1
0.911946741,4.805365408,1.225505264,1
0.979821374,5.547721122,1.244877368,1
0.836749966,4.484801712,1.177723611,1
0.779533771,4.511798075,1.210808114,1
0.848205333,4.506603367,1.268429842,1
0.833394645,5.870508139,1.283852663,1
0.899449828,4.373574866,1.247204642,1
0.878978089,4.784127262,1.238756785,1
0.853557422,4.472697342,1.28394627,1
0.88267101,4.657667883,1.245299038,1
1.042080485,4.511886812,1.216761449,1
0.888513337,4.297726079,1.072690854,1
1.053160801,4.542575248,1.197749101,1
0.937866018,4.549926249,1.170750055,1
1.064661637,4.761101722,1.135096808,1
1.008578702,4.79374024,1.17781593,1
0.95022863,4.70498904,1.163617187,1
0.923275348,5.251474681,1.186476933,1
0.992460327,4.556511923,1.131796847,1
0.832927419,4.812299362,1.14078526,1
0.905228732,4.363700865,1.178898863,1
1.044973078,4.423828175,1.121158762,1
1.020224678,4.628935564,1.104607948,1
0.975844437,4.575465914,1.111739636,1
0.901953545,4.706990361,1.083463914,1
0.936786625,4.39828851,1.157371594,1
0.780039423,4.213924052,1.10425708,1
